: Nomen: SI/PL
interessieren interessiert lassen lasst
interessieren interessiert zeigen zeigt
interessieren interessiert bieten bietet
interessieren interessiert folgen folgt
interessieren interessiert fühlen fühlt
kennen kennt können könnt
kennen kennt beginnen beginnt
kennen kennt wissen wisst
kennen kennt führen führt
kennen kennt wohnen wohnt
kommen kommt zeigen zeigt
kommen kommt erwarten erwartet
kommen kommt tragen tragt
kommen kommt gehen geht
kommen kommt bestehen besteht
können könnt geben gebt
können könnt scheinen scheint
können könnt nutzen nutzt
können könnt gewinnen gewinnt
können könnt machen macht
lassen lasst treffen trefft
lassen lasst stellen stellt
lassen lasst glauben glaubt
lassen lasst gewinnen gewinnt
lassen lasst vergleichen vergleicht
laufen lauft bleiben bleibt
laufen lauft suchen sucht
laufen lauft ergeben ergebt
laufen lauft machen macht
laufen lauft fahren fahrt
leben lebt nutzen nutzt
leben lebt vergleichen vergleicht
leben lebt setzen setzt
leben lebt wohnen wohnt
leben lebt verstehen versteht
legen legt fühlen fühlt
legen legt dürfen dürft
legen legt heißen heißt
legen legt sein seid
legen legt interessieren interessiert
lernen lernt bestehen besteht
lernen lernt arbeiten arbeitet
lernen lernt meinen meint
lernen lernt schließen schließt
lernen lernt verstehen versteht
lesen lest leben lebt
lesen lest sagen sagt
lesen lest laufen lauft
lesen lest erscheinen erscheint
lesen lest fragen fragt
liegen liegt lassen lasst
liegen liegt wollen wollt
liegen liegt kennen kennt
liegen liegt meinen meint
liegen liegt entwickeln entwickelt
machen macht bedeuten bedeutet
machen macht sehen seht
machen macht bieten bietet
machen macht steigen steigt
machen macht erscheinen erscheint
meinen meint brauchen braucht
meinen meint schaffen schafft
meinen meint wachsen wachst
meinen meint bieten bietet
meinen meint arbeiten arbeitet
mögen mögt arbeiten arbeitet
mögen mögt erhalten erhaltet
mögen mögt können könnt
mögen mögt erkennen erkennt
mögen mögt beginnen beginnt
müssen müsst lassen lasst
müssen müsst verlassen verlasst
müssen müsst lernen lernt
müssen müsst finden findet
müssen müsst versuchen versucht
nehmen nehmt scheinen scheint
nehmen nehmt erklären erklärt
nehmen nehmt mögen mögt
nehmen nehmt beginnen beginnt
nehmen nehmt reden redet
nennen nennt arbeiten arbeitet
nennen nennt fallen fallt
nennen nennt schließen schließt
nennen nennt haben habt
nennen nennt spielen spielt
nutzen nutzt schauen schaut
nutzen nutzt glauben glaubt
nutzen nutzt entsprechen entsprecht
nutzen nutzt gewinnen gewinnt
nutzen nutzt ergeben ergebt
reden redet bieten bietet
reden redet sitzen sitzt
reden redet verbinden verbindet
reden redet laufen lauft
reden redet bieten bietet
sagen sagt lernen lernt
sagen sagt erhalten erhaltet
sagen sagt sein seid
sagen sagt müssen müsst
sagen sagt bringen bringt
schaffen schafft ändern ändert
schaffen schafft erhalten erhaltet
schaffen schafft wissen wisst
schaffen schafft folgen folgt
schaffen schafft bedeuten bedeutet
schauen schaut leben lebt
schauen schaut gehen geht
schauen schaut fallen fallt
schauen schaut versuchen versucht
schauen schaut nennen nennt
scheinen scheint gehören gehört
scheinen scheint stehen steht
scheinen scheint tun tut
scheinen scheint arbeiten arbeitet
scheinen scheint vergleichen vergleicht
schließen schließt heißen heißt
schließen schließt sein seid
schließen schließt heißen heißt
schließen schließt helfen helft
schließen schließt bleiben bleibt
schreiben schreibt warten wartet
schreiben schreibt nutzen nutzt
schreiben schreibt entwickeln entwickelt
schreiben schreibt machen macht
schreiben schreibt fragen fragt
sehen seht treffen trefft
sehen seht schließen schließt
sehen seht bedeuten bedeutet
sehen seht gehören gehört
sehen seht verstehen versteht
sein seid glauben glaubt
sein seid legen legt
sein seid helfen helft
sein seid reden redet
sein seid arbeiten arbeitet
setzen setzt nennen nennt
setzen setzt zeigen zeigt
setzen setzt ändern ändert
setzen setzt sollen sollt
setzen setzt reden redet
sitzen sitzt kommen kommt
sitzen sitzt fahren fahrt
sitzen sitzt wachsen wachst
sitzen sitzt nehmen nehmt
sitzen sitzt studieren studiert
sollen sollt gehen geht
sollen sollt dürfen dürft
sollen sollt haben habt
sollen sollt wollen wollt
sollen sollt ergeben ergebt
spielen spielt kennen kennt
spielen spielt bilden bildet
spielen spielt gewinnen gewinnt
spielen spielt verlassen verlasst
spielen spielt lesen lest
sprechen sprecht sein seid
sprechen sprecht bekommen bekommt
sprechen sprecht verlassen verlasst
sprechen sprecht liegen liegt
sprechen sprecht versuchen versucht
stehen steht studieren studiert
stehen steht meinen meint
stehen steht warten wartet
stehen steht müssen müsst
stehen steht vergehen vergeht
steigen steigt bleiben bleibt
steigen steigt bedeuten bedeutet
steigen steigt erhalten erhaltet
steigen steigt erreichen erreicht
steigen steigt kennen kennt
stellen stellt handeln handelt
stellen stellt bekommen bekommt
stellen stellt denken denkt
stellen stellt verlieren verliert
stellen stellt fahren fahrt
studieren studiert halten haltet
studieren studiert gehören gehört
studieren studiert fragen fragt
studieren studiert zeigen zeigt
studieren studiert erreichen erreicht
suchen sucht brauchen braucht
suchen sucht fallen fallt
suchen sucht sehen seht
suchen sucht gehören gehört
suchen sucht leben lebt
tragen tragt erhalten erhaltet
tragen tragt wissen wisst
tragen tragt machen macht
tragen tragt machen macht
tragen tragt schauen schaut
treffen trefft handeln handelt
treffen trefft steigen steigt
treffen trefft verlassen verlasst
treffen trefft wohnen wohnt
treffen trefft verbinden verbindet
tun tut bringen bringt
tun tut gehen geht
tun tut führen führt
tun tut kommen kommt
tun tut kennen kennt
verbinden verbindet halten haltet
verbinden verbindet gehören gehört
verbinden verbindet scheinen scheint
verbinden verbindet denken denkt
verbinden verbindet gehen geht
vergehen vergeht suchen sucht
vergehen vergeht haben habt
vergehen vergeht dürfen dürft
vergehen vergeht wohnen wohnt
vergehen vergeht gelten geltet
vergleichen vergleicht suchen sucht
vergleichen vergleicht bleiben bleibt
vergleichen vergleicht werden werdet
vergleichen vergleicht denken denkt
vergleichen vergleicht bieten bietet
verlassen verlasst müssen müsst
verlassen verlasst machen macht
verlassen verlasst legen legt
verlassen verlasst ergeben ergebt
verlassen verlasst finden findet
verlieren verliert sitzen sitzt
verlieren verliert sein seid
verlieren verliert bleiben bleibt
verlieren verliert helfen helft
verlieren verliert setzen setzt
verstehen versteht bringen bringt
verstehen versteht gehen geht
verstehen versteht bieten bietet
verstehen versteht halten haltet
verstehen versteht bieten bietet
versuchen versucht kommen kommt
versuchen versucht stellen stellt
versuchen versucht bieten bietet
versuchen versucht erreichen erreicht
versuchen versucht verstehen versteht
wachsen wachst erinnern erinnert
wachsen wachst arbeiten arbeitet
wachsen wachst gehen geht
wachsen wachst finden findet
wachsen wachst nutzen nutzt
warten wartet wohnen wohnt
warten wartet wollen wollt
warten wartet nehmen nehmt
warten wartet müssen müsst
warten wartet ergeben ergebt
werden werdet sagen sagt
werden werdet nehmen nehmt
werden werdet stehen steht
werden werdet fehlen fehlt
werden werdet sehen seht
wissen wisst mögen mögt
wissen wisst suchen sucht
wissen wisst wohnen wohnt
wissen wisst entsprechen entsprecht
wissen wisst bringen bringt
wohnen wohnt erreichen erreicht
wohnen wohnt führen führt
wohnen wohnt erkennen erkennt
wohnen wohnt suchen sucht
wohnen wohnt zeigen zeigt
wollen wollt werden werdet
wollen wollt entwickeln entwickelt
wollen wollt beginnen beginnt
wollen wollt schreiben schreibt
wollen wollt bekommen bekommt
zeigen zeigt nennen nennt
zeigen zeigt meinen meint
zeigen zeigt werden werdet
zeigen zeigt erwarten erwartet
zeigen zeigt wohnen wohnt
ziehen zieht sollen sollt
ziehen zieht wohnen wohnt
ziehen zieht entstehen entsteht
ziehen zieht laufen lauft
ziehen zieht tun tut
: Verben (Präsens): 2PP/INF
ändert ändern heißt heißen
ändert ändern geltet gelten
ändert ändern trefft treffen
ändert ändern wachst wachsen
ändert ändern redet reden
arbeitet arbeiten lauft laufen
arbeitet arbeiten folgt folgen
arbeitet arbeiten lauft laufen
arbeitet arbeiten stellt stellen
arbeitet arbeiten schreibt schreiben
bedeutet bedeuten ergebt ergeben
bedeutet bedeuten redet reden
bedeutet bedeuten entwickelt entwickeln
bedeutet bedeuten geht gehen
bedeutet bedeuten lasst lassen
beginnt beginnen interessiert interessieren
beginnt beginnen wartet warten
beginnt beginnen fehlt fehlen
beginnt beginnen scheint scheinen
beginnt beginnen folgt folgen
bekommt bekommen studiert studieren
bekommt bekommen schreibt schreiben
bekommt bekommen schaut schauen
bekommt bekommen handelt handeln
bekommt bekommen fahrt fahren
besteht bestehen erscheint erscheinen
besteht bestehen wisst wissen
besteht bestehen interessiert interessieren
besteht bestehen verbindet verbinden
besteht bestehen sagt sagen
betrefft betreffen steigt steigen
betrefft betreffen stellt stellen
betrefft betreffen entsteht entstehen
betrefft betreffen entwickelt entwickeln
betrefft betreffen folgt folgen
bietet bieten versucht versuchen
bietet bieten wollt wollen
bietet bieten sagt sagen
bietet bieten steigt steigen
bietet bieten wartet warten
bildet bilden fahrt fahren
bildet bilden erinnert erinnern
bildet bilden müsst müssen
bildet bilden entsprecht entsprechen
bildet bilden glaubt glauben
bleibt bleiben bekommt bekommen
bleibt bleiben vergleicht vergleichen
bleibt bleiben gebt geben
bleibt bleiben nutzt nutzen
bleibt bleiben wohnt wohnen
braucht brauchen nutzt nutzen
braucht brauchen verlasst verlassen
braucht brauchen kommt kommen
braucht brauchen verliert verlieren
braucht brauchen seht sehen
bringt bringen erhaltet erhalten
bringt bringen lasst lassen
bringt bringen zieht ziehen
bringt bringen versucht versuchen
bringt bringen legt legen
denkt denken wollt wollen
denkt denken fehlt fehlen
denkt denken folgt folgen
denkt denken fragt fragen
denkt denken bildet bilden
dürft dürfen wohnt wohnen
dürft dürfen steht stehen
dürft dürfen lernt lernen
dürft dürfen betrefft betreffen
dürft dürfen kommt kommen
entsprecht entsprechen bekommt bekommen
entsprecht entsprechen steht stehen
entsprecht entsprechen folgt folgen
entsprecht entsprechen sitzt sitzen
entsprecht entsprechen bietet bieten
entsteht entstehen arbeitet arbeiten
entsteht entstehen spielt spielen
entsteht entstehen sucht suchen
entsteht entstehen bleibt bleiben
entsteht entstehen braucht brauchen
entwickelt entwickeln setzt setzen
entwickelt entwickeln folgt folgen
entwickelt entwickeln habt haben
entwickelt entwickeln fallt fallen
entwickelt entwickeln führt führen
ergebt ergeben ändert ändern
ergebt ergeben gebt geben
ergebt ergeben betrefft betreffen
ergebt ergeben fahrt fahren
ergebt ergeben entwickelt entwickeln
erhaltet erhalten erinnert erinnern
erhaltet erhalten findet finden
erhaltet erhalten lebt leben
erhaltet erhalten findet finden
erhaltet erhalten haltet halten
erinnert erinnern zeigt zeigen
erinnert erinnern ergebt ergeben
erinnert erinnern gewinnt gewinnen
erinnert erinnern haltet halten
erinnert erinnern nennt nennen
erkennt erkennen bildet bilden
erkennt erkennen verlasst verlassen
erkennt erkennen sagt sagen
erkennt erkennen arbeitet arbeiten
erkennt erkennen führt führen
erklärt erklären verbindet verbinden
erklärt erklären bringt bringen
erklärt erklären steht stehen
erklärt erklären scheint scheinen
erklärt erklären gehört gehören
erreicht erreichen sprecht sprechen
erreicht erreichen lauft laufen
erreicht erreichen stellt stellen
erreicht erreichen versucht versuchen
erreicht erreichen handelt handeln
erscheint erscheinen erhaltet erhalten
erscheint erscheinen seht sehen
erscheint erscheinen erreicht erreichen
erscheint erscheinen nennt nennen
erscheint erscheinen spielt spielen
erwartet erwarten erzählt erzählen
erwartet erwarten entsteht entstehen
erwartet erwarten gebt geben
erwartet erwarten bleibt bleiben
erwartet erwarten gebt geben
erzählt erzählen lest lesen
erzählt erzählen lernt lernen
erzählt erzählen vergeht vergehen
erzählt erzählen bleibt bleiben
erzählt erzählen fahrt fahren
fahrt fahren wartet warten
fahrt fahren nutzt nutzen
fahrt fahren wisst wissen
fahrt fahren arbeitet arbeiten
fahrt fahren bekommt bekommen
fallt fallen sitzt sitzen
fallt fallen erhaltet erhalten
fallt fallen spielt spielen
fallt fallen tut tun
fallt fallen bringt bringen
fehlt fehlen braucht brauchen
fehlt fehlen helft helfen
fehlt fehlen folgt folgen
fehlt fehlen fühlt fühlen
fehlt fehlen müsst müssen
findet finden erhaltet erhalten
findet finden handelt handeln
findet finden gehört gehören
findet finden fahrt fahren
findet finden zeigt zeigen
folgt folgen haltet halten
folgt folgen vergeht vergehen
folgt folgen tut tun
folgt folgen wartet warten
folgt folgen gebt geben
fragt fragen verbindet verbinden
fragt fragen erklärt erklären
fragt fragen tut tun
fragt fragen sucht suchen
fragt fragen lernt lernen
fühlt fühlen seid sein
fühlt fühlen zieht ziehen
fühlt fühlen bekommt bekommen
fühlt fühlen folgt folgen
fühlt fühlen fahrt fahren
führt führen erklärt erklären
führt führen meint meinen
führt führen bekommt bekommen
führt führen handelt handeln
führt führen seht sehen
gebt geben wartet warten
gebt geben sprecht sprechen
gebt geben lest lesen
gebt geben kommt kommen
gebt geben vergeht vergehen
geht gehen folgt folgen
geht gehen vergeht vergehen
geht gehen bietet bieten
geht gehen trefft treffen
geht gehen zieht ziehen
gehört gehören lebt leben
gehört gehören beginnt beginnen
gehört gehören wartet warten
gehört gehören erzählt erzählen
gehört gehören schaut schauen
geltet gelten entwickelt entwickeln
geltet gelten erscheint erscheinen
geltet gelten tragt tragen
geltet gelten glaubt glauben
geltet gelten erzählt erzählen
gewinnt gewinnen entwickelt entwickeln
gewinnt gewinnen sucht suchen
gewinnt gewinnen fehlt fehlen
gewinnt gewinnen versucht versuchen
gewinnt gewinnen verlasst verlassen
glaubt glauben steigt steigen
glaubt glauben habt haben
glaubt glauben erhaltet erhalten
glaubt glauben sagt sagen
glaubt glauben geltet gelten
habt haben ändert ändern
habt haben entwickelt entwickeln
habt haben werdet werden
