: Nomen: SI/PL
scheint scheinen handelt handeln
schließt schließen erwartet erwarten
schließt schließen zieht ziehen
schließt schließen wohnt wohnen
schließt schließen habt haben
schließt schließen legt legen
schreibt schreiben tut tun
schreibt schreiben bedeutet bedeuten
schreibt schreiben versteht verstehen
schreibt schreiben entwickelt entwickeln
schreibt schreiben lebt leben
seht sehen liegt liegen
seht sehen legt legen
seht sehen erscheint erscheinen
seht sehen ergebt ergeben
seht sehen geltet gelten
seid sein arbeitet arbeiten
seid sein lauft laufen
seid sein wohnt wohnen
seid sein gebt geben
seid sein handelt handeln
setzt setzen führt führen
setzt setzen erklärt erklären
setzt setzen versucht versuchen
setzt setzen steht stehen
setzt setzen schreibt schreiben
sitzt sitzen fallt fallen
sitzt sitzen wohnt wohnen
sitzt sitzen folgt folgen
sitzt sitzen sprecht sprechen
sitzt sitzen glaubt glauben
sollt sollen erreicht erreichen
sollt sollen beginnt beginnen
sollt sollen bedeutet bedeuten
sollt sollen beginnt beginnen
sollt sollen versucht versuchen
spielt spielen habt haben
spielt spielen braucht brauchen
spielt spielen sucht suchen
spielt spielen vergleicht vergleichen
spielt spielen seht sehen
sprecht sprechen wollt wollen
sprecht sprechen erinnert erinnern
sprecht sprechen tut tun
sprecht sprechen interessiert interessieren
sprecht sprechen fehlt fehlen
steht stehen findet finden
steht stehen scheint scheinen
steht stehen meint meinen
steht stehen könnt können
steht stehen haltet halten
steigt steigen lasst lassen
steigt steigen erkennt erkennen
steigt steigen sprecht sprechen
steigt steigen geht gehen
steigt steigen mögt mögen
stellt stellen habt haben
stellt stellen vergeht vergehen
stellt stellen bringt bringen
stellt stellen fühlt fühlen
stellt stellen versteht verstehen
studiert studieren zeigt zeigen
studiert studieren meint meinen
studiert studieren steht stehen
studiert studieren betrefft betreffen
studiert studieren gebt geben
sucht suchen schafft schaffen
sucht suchen müsst müssen
sucht suchen bekommt bekommen
sucht suchen besteht bestehen
sucht suchen bietet bieten
tragt tragen führt führen
tragt tragen betrefft betreffen
tragt tragen seid sein
tragt tragen erhaltet erhalten
tragt tragen denkt denken
trefft treffen lebt leben
trefft treffen heißt heißen
trefft treffen vergleicht vergleichen
trefft treffen handelt handeln
trefft treffen gebt geben
tut tun helft helfen
tut tun wollt wollen
tut tun schreibt schreiben
tut tun schließt schließen
tut tun lernt lernen
verbindet verbinden scheint scheinen
verbindet verbinden mögt mögen
verbindet verbinden schließt schließen
verbindet verbinden lest lesen
verbindet verbinden sucht suchen
vergeht vergehen tut tun
vergeht vergehen versteht verstehen
vergeht vergehen erwartet erwarten
vergeht vergehen redet reden
vergeht vergehen kennt kennen
vergleicht vergleichen nehmt nehmen
vergleicht vergleichen bleibt bleiben
vergleicht vergleichen meint meinen
vergleicht vergleichen lest lesen
vergleicht vergleichen erklärt erklären
verlasst verlassen bleibt bleiben
verlasst verlassen studiert studieren
verlasst verlassen bekommt bekommen
verlasst verlassen scheint scheinen
verlasst verlassen folgt folgen
verliert verlieren erreicht erreichen
verliert verlieren wisst wissen
verliert verlieren ergebt ergeben
verliert verlieren wartet warten
verliert verlieren besteht bestehen
versteht verstehen denkt denken
versteht verstehen erkennt erkennen
versteht verstehen haltet halten
versteht verstehen verliert verlieren
versteht verstehen findet finden
versucht versuchen spielt spielen
versucht versuchen handelt handeln
versucht versuchen schreibt schreiben
versucht versuchen beginnt beginnen
versucht versuchen trefft treffen
wachst wachsen entsprecht entsprechen
wachst wachsen lernt lernen
wachst wachsen lauft laufen
wachst wachsen erwartet erwarten
wachst wachsen schreibt schreiben
wartet warten glaubt glauben
wartet warten wachst wachsen
wartet warten gebt geben
wartet warten besteht bestehen
wartet warten wisst wissen
werdet werden erscheint erscheinen
werdet werden braucht brauchen
werdet werden steht stehen
werdet werden gewinnt gewinnen
werdet werden gewinnt gewinnen
wisst wissen seid sein
wisst wissen seid sein
wisst wissen entwickelt entwickeln
wisst wissen helft helfen
wisst wissen verbindet verbinden
wohnt wohnen helft helfen
wohnt wohnen trefft treffen
wohnt wohnen erreicht erreichen
wohnt wohnen bleibt bleiben
wohnt wohnen scheint scheinen
wollt wollen zeigt zeigen
wollt wollen stellt stellen
wollt wollen helft helfen
wollt wollen denkt denken
wollt wollen steht stehen
zeigt zeigen legt legen
zeigt zeigen erklärt erklären
zeigt zeigen legt legen
zeigt zeigen seid sein
zeigt zeigen erscheint erscheinen
zieht ziehen lest lesen
zieht ziehen sucht suchen
zieht ziehen entsprecht entsprechen
zieht ziehen erscheint erscheinen
zieht ziehen schreibt schreiben
: Verben (Präsens): 1SP/2PP
ändere ändert denke denkt
ändere ändert verliere verliert
ändere ändert sehe seht
ändere ändert stehe steht
ändere ändert gehöre gehört
arbeite arbeitet studiere studiert
arbeite arbeitet weiß wisst
arbeite arbeitet rede redet
arbeite arbeitet denke denkt
arbeite arbeitet erreiche erreicht
bedeute bedeutet bilde bildet
bedeute bedeutet erscheine erscheint
bedeute bedeutet ergebe ergebt
bedeute bedeutet stehe steht
bedeute bedeutet sehe seht
beginne beginnt setze setzt
beginne beginnt versuche versucht
beginne beginnt nutze nutzt
beginne beginnt verstehe versteht
beginne beginnt wohne wohnt
bekomme bekommt gehöre gehört
bekomme bekommt meine meint
bekomme bekommt heiße heißt
bekomme bekommt verbinde verbindet
bekomme bekommt finde findet
bestehe besteht sitze sitzt
bestehe besteht lasse lasst
bestehe besteht treffe trefft
bestehe besteht habe habt
bestehe besteht beginne beginnt
betreffe betrefft wohne wohnt
betreffe betrefft wachse wachst
betreffe betrefft weiß wisst
betreffe betrefft führe führt
betreffe betrefft helfe helft
biete bietet betreffe betrefft
biete bietet lasse lasst
biete bietet zeige zeigt
biete bietet finde findet
biete bietet erreiche erreicht
bilde bildet biete bietet
bilde bildet tu tut
bilde bildet halte haltet
bilde bildet kann könnt
bilde bildet falle fallt
bleibe bleibt fehle fehlt
bleibe bleibt entspreche entsprecht
bleibe bleibt ergebe ergebt
bleibe bleibt werde werdet
bleibe bleibt sage sagt
brauche braucht gehöre gehört
brauche braucht erwarte erwartet
brauche braucht ergebe ergebt
brauche braucht weiß wisst
brauche braucht falle fallt
bringe bringt denke denkt
bringe bringt darf dürft
bringe bringt gehöre gehört
bringe bringt gebe gebt
bringe bringt verstehe versteht
denke denkt erreiche erreicht
denke denkt vergehe vergeht
denke denkt entstehe entsteht
denke denkt schreibe schreibt
denke denkt liege liegt
darf dürft warte wartet
darf dürft folge folgt
darf dürft denke denkt
darf dürft fehle fehlt
darf dürft erhalte erhaltet
entspreche entsprecht bilde bildet
entspreche entsprecht rede redet
entspreche entsprecht setze setzt
entspreche entsprecht tu tut
entspreche entsprecht arbeite arbeitet
entstehe entsteht tu tut
entstehe entsteht zeige zeigt
entstehe entsteht scheine scheint
entstehe entsteht zeige zeigt
entstehe entsteht studiere studiert
entwickle entwickelt lasse lasst
entwickle entwickelt muss müsst
entwickle entwickelt mache macht
entwickle entwickelt habe habt
entwickle entwickelt entstehe entsteht
ergebe ergebt verliere verliert
ergebe ergebt sehe seht
ergebe ergebt schließe schließt
ergebe ergebt folge folgt
ergebe ergebt schreibe schreibt
erhalte erhaltet frage fragt
erhalte erhaltet sehe seht
erhalte erhaltet bringe bringt
erhalte erhaltet handele handelt
erhalte erhaltet beginne beginnt
erinnere erinnert werde werdet
erinnere erinnert lerne lernt
erinnere erinnert erkenne erkennt
erinnere erinnert wachse wachst
erinnere erinnert tu tut
erkenne erkennt betreffe betrefft
erkenne erkennt bilde bildet
erkenne erkennt vergleiche vergleicht
erkenne erkennt komme kommt
erkenne erkennt betreffe betrefft
erkläre erklärt nehme nehmt
erkläre erklärt mag mögt
erkläre erklärt erinnere erinnert
erkläre erklärt erreiche erreicht
erkläre erklärt soll sollt
erreiche erreicht gewinne gewinnt
erreiche erreicht weiß wisst
erreiche erreicht erhalte erhaltet
erreiche erreicht will wollt
erreiche erreicht fahre fahrt
erscheine erscheint tu tut
erscheine erscheint folge folgt
erscheine erscheint fahre fahrt
erscheine erscheint bringe bringt
erscheine erscheint erkenne erkennt
erwarte erwartet fühle fühlt
erwarte erwartet bilde bildet
erwarte erwartet will wollt
erwarte erwartet mache macht
erwarte erwartet gewinne gewinnt
erzähle erzählt gehe geht
erzähle erzählt sehe seht
erzähle erzählt will wollt
erzähle erzählt bin seid
erzähle erzählt folge folgt
fahre fahrt darf dürft
fahre fahrt wohne wohnt
fahre fahrt falle fallt
fahre fahrt brauche braucht
fahre fahrt bin seid
falle fallt erscheine erscheint
falle fallt warte wartet
falle fallt weiß wisst
falle fallt komme kommt
falle fallt helfe helft
fehle fehlt erkläre erklärt
fehle fehlt gehöre gehört
fehle fehlt stelle stellt
fehle fehlt rede redet
fehle fehlt mache macht
finde findet handele handelt
finde findet stehe steht
finde findet beginne beginnt
finde findet steige steigt
finde findet bedeute bedeutet
folge folgt nehme nehmt
folge folgt nehme nehmt
folge folgt vergehe vergeht
folge folgt warte wartet
folge folgt erkläre erklärt
frage fragt laufe lauft
frage fragt sitze sitzt
frage fragt ziehe zieht
frage fragt erkläre erklärt
frage fragt verlasse verlasst
fühle fühlt fehle fehlt
fühle fühlt ändere ändert
fühle fühlt frage fragt
fühle fühlt stehe steht
fühle fühlt soll sollt
führe führt heiße heißt
führe führt soll sollt
führe führt spreche sprecht
führe führt bilde bildet
führe führt trage tragt
gebe gebt entstehe entsteht
gebe gebt liege liegt
gebe gebt kann könnt
gebe gebt mag mögt
gebe gebt laufe lauft
gehe geht erwarte erwartet
gehe geht erinnere erinnert
gehe geht erkläre erklärt
gehe geht fahre fahrt
gehe geht erreiche erreicht
gehöre gehört folge folgt
gehöre gehört will wollt
gehöre gehört bedeute bedeutet
gehöre gehört studiere studiert
gehöre gehört tu tut
gelte geltet verlasse verlasst
gelte geltet denke denkt
gelte geltet erreiche erreicht
gelte geltet gewinne gewinnt
gelte geltet nehme nehmt
gewinne gewinnt gebe gebt
gewinne gewinnt wachse wachst
gewinne gewinnt erkläre erklärt
gewinne gewinnt lese lest
gewinne gewinnt zeige zeigt
glaube glaubt wachse wachst
glaube glaubt weiß wisst
glaube glaubt betreffe betrefft
glaube glaubt finde findet
glaube glaubt will wollt
habe habt entwickle entwickelt
habe habt mag mögt
habe habt erhalte erhaltet
habe habt entstehe entsteht
habe habt muss müsst
halte haltet verlasse verlasst
halte haltet brauche braucht
halte haltet erkläre erklärt
halte haltet vergleiche vergleicht
halte haltet laufe lauft
handele handelt lebe lebt
handele handelt ändere ändert
handele handelt studiere studiert
handele handelt fehle fehlt
handele handelt fühle fühlt
heiße heißt wohne wohnt
heiße heißt steige steigt
heiße heißt bilde bildet
heiße heißt schaffe schafft
heiße heißt laufe lauft
helfe helft verlasse verlasst
helfe helft liege liegt
helfe helft lasse lasst
helfe helft verstehe versteht
helfe helft setze setzt
interessiere interessiert verstehe versteht
interessiere interessiert vergleiche vergleicht
interessiere interessiert steige steigt
interessiere interessiert bringe bringt
interessiere interessiert gewinne gewinnt
kenne kennt spiele spielt
kenne kennt stelle stellt
kenne kennt darf dürft
kenne kennt verliere verliert
kenne kennt halte haltet
komme kommt fahre fahrt
komme kommt gelte geltet
komme kommt bringe bringt
komme kommt zeige zeigt
komme kommt lasse lasst
kann könnt zeige zeigt
kann könnt komme kommt
kann könnt bin seid
kann könnt scheine scheint
kann könnt biete bietet
lasse lasst erkläre erklärt
lasse lasst lebe lebt
lasse lasst mag mögt
lasse lasst betreffe betrefft
lasse lasst schaffe schafft
laufe lauft bleibe bleibt
laufe lauft bestehe besteht
laufe lauft entwickle entwickelt
laufe lauft habe habt
laufe lauft bleibe bleibt
lebe lebt entspreche entsprecht
lebe lebt erzähle erzählt
lebe lebt bringe bringt
lebe lebt bringe bringt
lebe lebt steige steigt
lege legt vergehe vergeht
lege legt wachse wachst
lege legt spiele spielt
lege legt soll sollt
lege legt soll sollt
lerne lernt erkläre erklärt
lerne lernt gehöre gehört
lerne lernt verlasse verlasst
lerne lernt mache macht
lerne lernt handele handelt
lese lest zeige zeigt
lese lest lebe lebt
lese lest nenne nennt
lese lest habe habt
lese lest meine meint
liege liegt treffe trefft
liege liegt studiere studiert
liege liegt zeige zeigt
liege liegt steige steigt
liege liegt kenne kennt
mache macht erwarte erwartet
mache macht vergehe vergeht
mache macht bringe bringt
mache macht interessiere interessiert
mache macht bekomme bekommt
meine meint lerne lernt
meine meint werde werdet
meine meint lerne lernt
meine meint fühle fühlt
meine meint steige steigt
mag mögt ändere ändert
mag mögt betreffe betrefft
mag mögt kenne kennt
mag mögt treffe trefft
mag mögt bin seid
muss müsst versuche versucht
muss müsst sehe seht
muss müsst bedeute bedeutet
muss müsst rede redet
muss müsst erkläre erklärt
nehme nehmt sehe seht
nehme nehmt steige steigt
nehme nehmt verlasse verlasst
nehme nehmt rede redet
nehme nehmt interessiere interessiert
nenne nennt treffe trefft
nenne nennt bestehe besteht
nenne nennt erscheine erscheint
nenne nennt schreibe schreibt
nenne nennt handele handelt
nutze nutzt meine meint
nutze nutzt folge folgt
nutze nutzt gehöre gehört
nutze nutzt erwarte erwartet
nutze nutzt rede redet
rede redet bilde bildet
rede redet erreiche erreicht
rede redet mache macht
rede redet erinnere erinnert
rede redet lasse lasst
sage sagt frage fragt
sage sagt heiße heißt
sage sagt weiß wisst
sage sagt setze setzt
sage sagt interessiere interessiert
schaffe schafft darf dürft
schaffe schafft entwickle entwickelt
schaffe schafft erzähle erzählt
schaffe schafft lege legt
schaffe schafft versuche versucht
schaue schaut arbeite arbeitet
schaue schaut handele handelt
schaue schaut werde werdet
schaue schaut finde findet
schaue schaut falle fallt
scheine scheint entspreche entsprecht
scheine scheint mache macht
scheine scheint erreiche erreicht
scheine scheint erwarte erwartet
scheine scheint gewinne gewinnt
schließe schließt bilde bildet
schließe schließt schaffe schafft
schließe schließt nutze nutzt
schließe schließt tu tut
schließe schließt lasse lasst
schreibe schreibt stelle stellt
schreibe schreibt gehöre gehört
schreibe schreibt bedeute bedeutet
schreibe schreibt ändere ändert
schreibe schreibt erhalte erhaltet
sehe seht rede redet
sehe seht darf dürft
sehe seht kann könnt
sehe seht handele handelt
sehe seht trage tragt
